study_name,questionnaire_name,answer_list,value,label,label_de,answer_list_name
twinlife-panel,twinlife-panel-2014-f2f_modul9_zeugnis,yn,-86,-86: not available/empty/not codable,-86: nicht vorhanden/leer/nicht kodierbar,yn
twinlife-panel,twinlife-panel-2014-f2f_modul9_zeugnis,yn,-87,-87: multiple answers,-87: Mehrfachnennung,yn
twinlife-panel,twinlife-panel-2014-f2f_modul9_zeugnis,yn,-88,"-88: subject readable, but mark not","-88: Fach erkennbar, aber Note nicht",yn
twinlife-panel,twinlife-panel-2014-f2f_modul9_zeugnis,yn,-89,-89: unreadable,-89: nicht erkennbar/lesbar,yn
twinlife-panel,twinlife-panel-2014-f2f_modul9_zeugnis,yn,-93,-93: unclear classification of system missing,-93: unklares Systemmissing,yn
twinlife-panel,twinlife-panel-2014-f2f_modul9_zeugnis,yn,-94,-94: technical error / faulty insertion,-94: technischer Fehler / Fehleingabe,yn
twinlife-panel,twinlife-panel-2014-f2f_modul9_zeugnis,yn,-95,-95: doesn't apply (screened out),-95: trifft nicht zu (ueberfiltert),yn
twinlife-panel,twinlife-panel-2014-f2f_modul9_zeugnis,yn,-96,-96: I can't remember,-96: ich kann mich nicht erinnern,yn
twinlife-panel,twinlife-panel-2014-f2f_modul9_zeugnis,yn,-97,-97: doesn't apply (specification of other category),-97: tnz (Angabe anderer Kategorie),yn
twinlife-panel,twinlife-panel-2014-f2f_modul9_zeugnis,yn,-98,-98: don't know,-98: weiss nicht,yn
twinlife-panel,twinlife-panel-2014-f2f_modul9_zeugnis,yn,-99,-99: not specified (refused to answer),-99: keine Angabe (Antwortverweigerung),yn
twinlife-panel,twinlife-panel-2014-f2f_modul9_zeugnis,cer1200,1,1: primary school,1: Grundschule,cer1200
twinlife-panel,twinlife-panel-2014-f2f_modul9_zeugnis,cer1200,2,2: orientation level for secondary education,2: Orientierungsschule,cer1200
twinlife-panel,twinlife-panel-2014-f2f_modul9_zeugnis,cer1200,3,3: lower secondary school,3: Hauptschule,cer1200
twinlife-panel,twinlife-panel-2014-f2f_modul9_zeugnis,cer1200,4,4: intermediate level secondary school,4: Realschule,cer1200
twinlife-panel,twinlife-panel-2014-f2f_modul9_zeugnis,cer1200,5,5: integrated lower and intermediate level secondary school,"5: Verb. Haupt- und Realschule (auch Sekundar-, Regel-, Mittel-, Ober-, Wirtsch.- und erw. Realschule, reg. Schule)",cer1200
twinlife-panel,twinlife-panel-2014-f2f_modul9_zeugnis,cer1200,6,6: comprehensive secondary school,6: Gesamtschule (auch integrierte Schule),cer1200
twinlife-panel,twinlife-panel-2014-f2f_modul9_zeugnis,cer1200,7,7: Rudolf Steiner school,7: Waldorfschule,cer1200
twinlife-panel,twinlife-panel-2014-f2f_modul9_zeugnis,cer1200,8,8: higher secondary school,8: Gymnasium (auch Kolleg),cer1200
twinlife-panel,twinlife-panel-2014-f2f_modul9_zeugnis,cer1200,9,9: school for handicaped children,9: Sonderschule/Foerderschule,cer1200
twinlife-panel,twinlife-panel-2014-f2f_modul9_zeugnis,cer1200,10,"10: other school, such as","10: andere Schule, und zwar",cer1200
twinlife-panel,twinlife-panel-2014-f2f_modul9_zeugnis,cer1200,-95,-95: doesn't apply (screened out),-95: trifft nicht zu (ueberfiltert),cer1200
twinlife-panel,twinlife-panel-2014-f2f_modul9_zeugnis,cer1200,-98,-98: don't know,-98: weiss nicht,cer1200
twinlife-panel,twinlife-panel-2014-f2f_modul9_zeugnis,cer1200,-99,-99: not specified (refused to answer),-99: keine Angabe (Antwortverweigerung),cer1200
twinlife-panel,twinlife-panel-2014-f2f_modul9_zeugnis,cer1700,1,1: primary school,1: Grundschule,cer1700
twinlife-panel,twinlife-panel-2014-f2f_modul9_zeugnis,cer1700,2,1: lower secondary school,2: Hauptschule,cer1700
twinlife-panel,twinlife-panel-2014-f2f_modul9_zeugnis,cer1700,3,2: intermediate level secondary school,3: Realschule,cer1700
twinlife-panel,twinlife-panel-2014-f2f_modul9_zeugnis,cer1700,4,3: integrated lower and intermediate level secondary school,"4: Verb. Haupt- und Realschule (auch Sekundar-, Regel-, Mittel-, Ober-, Wirtsch.- und erw. Realschule, reg. Schule)",cer1700
twinlife-panel,twinlife-panel-2014-f2f_modul9_zeugnis,cer1700,5,4: higher secondary school,5: Gymnasium (auch Kolleg),cer1700
twinlife-panel,twinlife-panel-2014-f2f_modul9_zeugnis,cer1700,6,5: comprehensive secondary school,6: Gesamtschule (auch integrierte Schule),cer1700
twinlife-panel,twinlife-panel-2014-f2f_modul9_zeugnis,cer1700,7,6: school for handicaped children,7: Sonderschule/Foerderschule,cer1700
twinlife-panel,twinlife-panel-2014-f2f_modul9_zeugnis,cer1700,8,"7: other school, such as","8: andere Schule, und zwar",cer1700
twinlife-panel,twinlife-panel-2014-f2f_modul9_zeugnis,cer1700,-95,-95: doesn't apply (screened out),-95: trifft nicht zu (ueberfiltert),cer1700
twinlife-panel,twinlife-panel-2014-f2f_modul9_zeugnis,cer1700,-98,-98: don't know,-98: weiss nicht,cer1700
twinlife-panel,twinlife-panel-2014-f2f_modul9_zeugnis,cer1700,-99,-99: not specified (refused to answer),-99: keine Angabe (Antwortverweigerung),cer1700
twinlife-panel,twinlife-panel-2014-f2f_modul8_uheft,mis,-85,-85: unknown,-85: unbekannt,mis
twinlife-panel,twinlife-panel-2014-f2f_modul8_uheft,mis,-86,-86: not available/empty/not codable,-86: nicht vorhanden/leer/nicht kodierbar,mis
twinlife-panel,twinlife-panel-2014-f2f_modul8_uheft,mis,-87,-87: multiple answers,-87: Mehrfachnennung,mis
twinlife-panel,twinlife-panel-2014-f2f_modul8_uheft,mis,-88,"-88: subject readable, but mark not","-88: Fach erkennbar, aber Note nicht",mis
twinlife-panel,twinlife-panel-2014-f2f_modul8_uheft,mis,-89,-89: unreadable,-89: nicht erkennbar/lesbar,mis
twinlife-panel,twinlife-panel-2014-f2f_modul8_uheft,mis,-93,-93: unclear classification of system missing,-93: unklares Systemmissing,mis
twinlife-panel,twinlife-panel-2014-f2f_modul8_uheft,mis,-94,-94: technical error / faulty insertion,-94: technischer Fehler / Fehleingabe,mis
twinlife-panel,twinlife-panel-2014-f2f_modul8_uheft,mis,-95,-95: doesn't apply (screened out),-95: trifft nicht zu (ueberfiltert),mis
twinlife-panel,twinlife-panel-2014-f2f_modul8_uheft,mis,-96,-96: I can't remember,-96: ich kann mich nicht erinnern,mis
twinlife-panel,twinlife-panel-2014-f2f_modul8_uheft,mis,-97,-97: doesn't apply (specification of other category),-97: tnz (Angabe anderer Kategorie),mis
twinlife-panel,twinlife-panel-2014-f2f_modul8_uheft,mis,-98,-98: don't know,-98: weiss nicht,mis
twinlife-panel,twinlife-panel-2014-f2f_modul8_uheft,mis,-99,-99: not specified (refused to answer),-99: keine Angabe (Antwortverweigerung),mis
twinlife-panel,twinlife-panel-2014-f2f_modul8_uheft,sex,1,1: male,1: maennlich,sex
twinlife-panel,twinlife-panel-2014-f2f_modul8_uheft,sex,2,2: female,2: weiblich,sex
twinlife-panel,twinlife-panel-2014-f2f_modul8_uheft,sex,-94,-94: technical error / faulty insertion,-94: technischer Fehler / Fehleingabe,sex
twinlife-panel,twinlife-panel-2014-f2f_modul8_uheft,sex,-95,-95: doesn't apply (screened out),-95: trifft nicht zu (ueberfiltert),sex
twinlife-panel,twinlife-panel-2014-f2f_modul8_uheft,sex,-98,-98: don't know,-98: weiss nicht,sex
twinlife-panel,twinlife-panel-2014-f2f_modul8_uheft,sex,-99,-99: not specified (refused to answer),-99: keine Angabe (Antwortverweigerung),sex
twinlife-panel,twinlife-panel-2014-f2f_modul8_uheft,yn,1,1: yes,1: ja,yn
twinlife-panel,twinlife-panel-2014-f2f_modul8_uheft,yn,2,2: no,2: nein,yn
twinlife-panel,twinlife-panel-2014-f2f_modul8_uheft,yn,-86,-86: not available/empty/not codable,-86: nicht vorhanden/leer/nicht kodierbar,yn
twinlife-panel,twinlife-panel-2014-f2f_modul8_uheft,yn,-87,-87: multiple answers,-87: Mehrfachnennung,yn
twinlife-panel,twinlife-panel-2014-f2f_modul8_uheft,yn,-88,"-88: subject readable, but mark not","-88: Fach erkennbar, aber Note nicht",yn
twinlife-panel,twinlife-panel-2014-f2f_modul8_uheft,yn,-89,-89: unreadable,-89: nicht erkennbar/lesbar,yn
twinlife-panel,twinlife-panel-2014-f2f_modul8_uheft,yn,-93,-93: unclear classification of system missing,-93: unklares Systemmissing,yn
twinlife-panel,twinlife-panel-2014-f2f_modul8_uheft,yn,-94,-94: technical error / faulty insertion,-94: technischer Fehler / Fehleingabe,yn
twinlife-panel,twinlife-panel-2014-f2f_modul8_uheft,yn,-95,-95: doesn't apply (screened out),-95: trifft nicht zu (ueberfiltert),yn
twinlife-panel,twinlife-panel-2014-f2f_modul8_uheft,yn,-96,-96: I can't remember,-96: ich kann mich nicht erinnern,yn
twinlife-panel,twinlife-panel-2014-f2f_modul8_uheft,yn,-97,-97: doesn't apply (specification of other category),-97: tnz (Angabe anderer Kategorie),yn
twinlife-panel,twinlife-panel-2014-f2f_modul8_uheft,yn,-98,-98: don't know,-98: weiss nicht,yn
twinlife-panel,twinlife-panel-2014-f2f_modul8_uheft,yn,-99,-99: not specified (refused to answer),-99: keine Angabe (Antwortverweigerung),yn
twinlife-panel,twinlife-panel-2014-f2f_modul8_uheft,frisk,1,"1: Familiaere Belastung (Diabetes, Hypertonie, Fehl-/Missbildungen, gen. Krankheiten, psych. Krankheiten)","1: Familiaere Belastung (Diabetes, Hypertonie, Fehl-/Missbildungen, gen. Krankheiten, psych. Krankheiten)",frisk
twinlife-panel,twinlife-panel-2014-f2f_modul8_uheft,frisk,1,"1: Familiaere Belastung (Diabetes, Hypertonie, Fehl-/Missbildungen, gen. Krankheiten, psych. Krankheiten)","1: Familiaere Belastung (Diabetes, Hypertonie, Fehl-/Missbildungen, gen. Krankheiten, psych. Krankheiten)",frisk
twinlife-panel,twinlife-panel-2014-f2f_modul8_uheft,frisk,2,"2: fruehere eigene schwere Erkrankungen (z.B. Herz, Lunge, Leber, Nieren, ZNS, Psyche)","2: fruehere eigene schwere Erkrankungen (z.B. Herz, Lunge, Leber, Nieren, ZNS, Psyche)",frisk
twinlife-panel,twinlife-panel-2014-f2f_modul8_uheft,frisk,3,3: Blutungs-/Thromboseneigung,3: Blutungs-/Thromboseneigung,frisk
twinlife-panel,twinlife-panel-2014-f2f_modul8_uheft,frisk,4,"4: Allergie, z.B. gg. Medikamente","4: Allergie, z.B. gg. Medikamente",frisk
twinlife-panel,twinlife-panel-2014-f2f_modul8_uheft,frisk,5,5: fruehere Bluttransfusionen,5: fruehere Bluttransfusionen,frisk
twinlife-panel,twinlife-panel-2014-f2f_modul8_uheft,frisk,6,6: besondere psychische Belastung (z.B. familiaere oder berufliche),6: besondere psychische Belastung (z.B. familiaere oder berufliche),frisk
twinlife-panel,twinlife-panel-2014-f2f_modul8_uheft,frisk,7,"7: besondere soziale Belastung (Integrationsprobleme, wirtschaftliche Probleme)","7: besondere soziale Belastung (Integrationsprobleme, wirtschaftliche Probleme)",frisk
twinlife-panel,twinlife-panel-2014-f2f_modul8_uheft,frisk,8,8: Rhesus-Inkompatibilitaet (bei vorangeg. Schwangersch.),8: Rhesus-Inkompatibilitaet (bei vorangeg. Schwangersch.),frisk
twinlife-panel,twinlife-panel-2014-f2f_modul8_uheft,frisk,9,9: Diabetes mellitus,9: Diabetes mellitus,frisk
twinlife-panel,twinlife-panel-2014-f2f_modul8_uheft,frisk,10,10: Adipositas,10: Adipositas,frisk
twinlife-panel,twinlife-panel-2014-f2f_modul8_uheft,frisk,11,11: Kleinwuchs,11: Kleinwuchs,frisk
twinlife-panel,twinlife-panel-2014-f2f_modul8_uheft,frisk,12,12: Skelettanomalien,12: Skelettanomalien,frisk
twinlife-panel,twinlife-panel-2014-f2f_modul8_uheft,frisk,13,13: Schwangere unter 18 Jahren,13: Schwangere unter 18 Jahren,frisk
twinlife-panel,twinlife-panel-2014-f2f_modul8_uheft,frisk,14,14: Schwangere ueber 35 Jahren,14: Schwangere ueber 35 Jahren,frisk
twinlife-panel,twinlife-panel-2014-f2f_modul8_uheft,frisk,15,15: Vielgebaerende (mehr als 4 Kinder),15: Vielgebaerende (mehr als 4 Kinder),frisk
twinlife-panel,twinlife-panel-2014-f2f_modul8_uheft,frisk,16,16: Z. n. Sterilitaetsbehandlung,16: Z. n. Sterilitaetsbehandlung,frisk
twinlife-panel,twinlife-panel-2014-f2f_modul8_uheft,frisk,17,17: Z. n. Fruehgeburt (vor Ende der 37. SSW),17: Z. n. Fruehgeburt (vor Ende der 37. SSW),frisk
twinlife-panel,twinlife-panel-2014-f2f_modul8_uheft,frisk,18,18: Z. n. Mangelgeburt,18: Z. n. Mangelgeburt,frisk
twinlife-panel,twinlife-panel-2014-f2f_modul8_uheft,frisk,19,19: Z. n. 2 oder mehr Fehlgeburten/Aborten/Abbruechen,19: Z. n. 2 oder mehr Fehlgeburten/Aborten/Abbruechen,frisk
twinlife-panel,twinlife-panel-2014-f2f_modul8_uheft,frisk,20,20: Totes/geschaedigtes Kind in der Anamnese,20: Totes/geschaedigtes Kind in der Anamnese,frisk
twinlife-panel,twinlife-panel-2014-f2f_modul8_uheft,frisk,21,21: Komplikationen bei vorausgegangenen Entbindungen,21: Komplikationen bei vorausgegangenen Entbindungen,frisk
twinlife-panel,twinlife-panel-2014-f2f_modul8_uheft,frisk,22,22: Komplikationen post partum,22: Komplikationen post partum,frisk
twinlife-panel,twinlife-panel-2014-f2f_modul8_uheft,frisk,23,23: Z. n. Sectio,23: Z. n. Sectio,frisk
twinlife-panel,twinlife-panel-2014-f2f_modul8_uheft,frisk,24,24: Z. n. anderen Uterusoperationen,24: Z. n. anderen Uterusoperationen,frisk
twinlife-panel,twinlife-panel-2014-f2f_modul8_uheft,frisk,25,25: rasche Schwangerschaftsfolge (weniger als 1 Jahr),25: rasche Schwangerschaftsfolge (weniger als 1 Jahr),frisk
twinlife-panel,twinlife-panel-2014-f2f_modul8_uheft,frisk,26,26: andere Besonderheiten,26: andere Besonderheiten,frisk
twinlife-panel,twinlife-panel-2014-f2f_modul8_uheft,frisk,27,27: behandlungsbeduerftige Allgemeinerkrankungen,27: behandlungsbeduerftige Allgemeinerkrankungen,frisk
twinlife-panel,twinlife-panel-2014-f2f_modul8_uheft,frisk,28,28: Dauermedikation,28: Dauermedikation,frisk
twinlife-panel,twinlife-panel-2014-f2f_modul8_uheft,frisk,29,29: Abusus,29: Abusus,frisk
twinlife-panel,twinlife-panel-2014-f2f_modul8_uheft,frisk,30,30: besondere psychische Belastung,30: besondere psychische Belastung,frisk
twinlife-panel,twinlife-panel-2014-f2f_modul8_uheft,frisk,31,31: besondere soziale Belastung,31: besondere soziale Belastung,frisk
twinlife-panel,twinlife-panel-2014-f2f_modul8_uheft,frisk,32,32: Blutungen vor der 28. SSW,32: Blutungen vor der 28. SSW,frisk
twinlife-panel,twinlife-panel-2014-f2f_modul8_uheft,frisk,33,33: Blutungen nach der 28. SSW,33: Blutungen nach der 28. SSW,frisk
twinlife-panel,twinlife-panel-2014-f2f_modul8_uheft,frisk,34,34: Placenta praevia,34: Placenta praevia,frisk
twinlife-panel,twinlife-panel-2014-f2f_modul8_uheft,frisk,35,35: Mehrlingsschwangerschaft,35: Mehrlingsschwangerschaft,frisk
twinlife-panel,twinlife-panel-2014-f2f_modul8_uheft,frisk,36,36: Hydramnion,36: Hydramnion,frisk
twinlife-panel,twinlife-panel-2014-f2f_modul8_uheft,frisk,37,37: Oligohydramnie,37: Oligohydramnie,frisk
twinlife-panel,twinlife-panel-2014-f2f_modul8_uheft,frisk,38,38: Terminunklarheit,38: Terminunklarheit,frisk
twinlife-panel,twinlife-panel-2014-f2f_modul8_uheft,frisk,39,39: Placentainsuffizienz,39: Placentainsuffizienz,frisk
twinlife-panel,twinlife-panel-2014-f2f_modul8_uheft,frisk,40,40: Isthmozervikale Insuffizienz,40: Isthmozervikale Insuffizienz,frisk
twinlife-panel,twinlife-panel-2014-f2f_modul8_uheft,frisk,41,41: vorzeitige Wehentaetigkeit,41: vorzeitige Wehentaetigkeit,frisk
twinlife-panel,twinlife-panel-2014-f2f_modul8_uheft,frisk,42,42: Anaemie,42: Anaemie,frisk
twinlife-panel,twinlife-panel-2014-f2f_modul8_uheft,frisk,43,43: Harnwegsinfektion,43: Harnwegsinfektion,frisk
twinlife-panel,twinlife-panel-2014-f2f_modul8_uheft,frisk,44,44: indirekter Coombstest positiv,44: indirekter Coombstest positiv,frisk
twinlife-panel,twinlife-panel-2014-f2f_modul8_uheft,frisk,45,45: Risiko aus anderen serologischen Befunden,45: Risiko aus anderen serologischen Befunden,frisk
twinlife-panel,twinlife-panel-2014-f2f_modul8_uheft,frisk,46,46: Hypertonie (Blutdruck ueber 140/90),46: Hypertonie (Blutdruck ueber 140/90),frisk
twinlife-panel,twinlife-panel-2014-f2f_modul8_uheft,frisk,47,47: Eiweissausscheidung 1 Promille (entspr. 1000 mg/l) o. mehr,47: Eiweissausscheidung 1 Promille (entspr. 1000 mg/l) o. mehr,frisk
twinlife-panel,twinlife-panel-2014-f2f_modul8_uheft,frisk,48,48: Mittelgradige - schwere Oedeme,48: Mittelgradige - schwere Oedeme,frisk
twinlife-panel,twinlife-panel-2014-f2f_modul8_uheft,frisk,49,49: Hypotonie,49: Hypotonie,frisk
twinlife-panel,twinlife-panel-2014-f2f_modul8_uheft,frisk,50,50: Gestationsdiabetes,50: Gestationsdiabetes,frisk
twinlife-panel,twinlife-panel-2014-f2f_modul8_uheft,frisk,51,51: Einstellungs-/Lageanomalie,51: Einstellungs-/Lageanomalie,frisk
twinlife-panel,twinlife-panel-2014-f2f_modul8_uheft,frisk,52,52: andere Besonderheiten,52: andere Besonderheiten,frisk
twinlife-panel,twinlife-panel-2014-f2f_modul8_uheft,frisk,53,53: Hyperemesis,53: Hyperemesis,frisk
twinlife-panel,twinlife-panel-2014-f2f_modul8_uheft,frisk,54,54: Z. n. HELLP-Syndrom,54: Z. n. HELLP-Syndrom,frisk
twinlife-panel,twinlife-panel-2014-f2f_modul8_uheft,frisk,55,55: Z. n. Eklampsie,55: Z. n. Eklampsie,frisk
twinlife-panel,twinlife-panel-2014-f2f_modul8_uheft,frisk,56,56: Z. n. Hypertonie,56: Z. n. Hypertonie,frisk
twinlife-panel,twinlife-panel-2014-f2f_modul8_uheft,frisk,-88,"-88: subject readable, but mark not","-88: Fach erkennbar, aber Note nicht",frisk
twinlife-panel,twinlife-panel-2014-f2f_modul8_uheft,frisk,-89,-89: unreadable,-89: nicht erkennbar/lesbar,frisk
twinlife-panel,twinlife-panel-2014-f2f_modul8_uheft,frisk,-95,-95: doesn't apply (screened out),-95: trifft nicht zu (ueberfiltert),frisk
twinlife-panel,twinlife-panel-2014-f2f_modul8_uheft,frisk,-98,-98: don't know,-98: weiss nicht,frisk
twinlife-panel,twinlife-panel-2014-f2f_modul8_uheft,frisk,-99,-99: not specified (refused to answer),-99: keine Angabe (Antwortverweigerung),frisk
twinlife-panel,twinlife-panel-2014-f2f_modul7_euek,mis,-85,-85: unknown,-85: unbekannt,mis
twinlife-panel,twinlife-panel-2014-f2f_modul7_euek,mis,-86,-86: not available/empty/not codable,-86: nicht vorhanden/leer/nicht kodierbar,mis
twinlife-panel,twinlife-panel-2014-f2f_modul7_euek,mis,-87,-87: multiple answers,-87: Mehrfachnennung,mis
twinlife-panel,twinlife-panel-2014-f2f_modul7_euek,mis,-88,"-88: subject readable, but mark not","-88: Fach erkennbar, aber Note nicht",mis
twinlife-panel,twinlife-panel-2014-f2f_modul7_euek,mis,-89,-89: unreadable,-89: nicht erkennbar/lesbar,mis
twinlife-panel,twinlife-panel-2014-f2f_modul7_euek,mis,-93,-93: unclear classification of system missing,-93: unklares Systemmissing,mis
twinlife-panel,twinlife-panel-2014-f2f_modul7_euek,mis,-94,-94: technical error / faulty insertion,-94: technischer Fehler / Fehleingabe,mis
twinlife-panel,twinlife-panel-2014-f2f_modul7_euek,mis,-95,-95: doesn't apply (screened out),-95: trifft nicht zu (ueberfiltert),mis
twinlife-panel,twinlife-panel-2014-f2f_modul7_euek,mis,-96,-96: I can't remember,-96: ich kann mich nicht erinnern,mis
twinlife-panel,twinlife-panel-2014-f2f_modul7_euek,mis,-97,-97: doesn't apply (specification of other category),-97: tnz (Angabe anderer Kategorie),mis
twinlife-panel,twinlife-panel-2014-f2f_modul7_euek,mis,-98,-98: don't know,-98: weiss nicht,mis
twinlife-panel,twinlife-panel-2014-f2f_modul7_euek,mis,-99,-99: not specified (refused to answer),-99: keine Angabe (Antwortverweigerung),mis
twinlife-panel,twinlife-panel-2014-f2f_modul7_euek,sex,1,1: male,1: maennlich,sex
twinlife-panel,twinlife-panel-2014-f2f_modul7_euek,sex,2,2: female,2: weiblich,sex
twinlife-panel,twinlife-panel-2014-f2f_modul7_euek,sex,-94,-94: technical error / faulty insertion,-94: technischer Fehler / Fehleingabe,sex
twinlife-panel,twinlife-panel-2014-f2f_modul7_euek,sex,-95,-95: doesn't apply (screened out),-95: trifft nicht zu (ueberfiltert),sex
twinlife-panel,twinlife-panel-2014-f2f_modul7_euek,sex,-98,-98: don't know,-98: weiss nicht,sex
twinlife-panel,twinlife-panel-2014-f2f_modul7_euek,sex,-99,-99: not specified (refused to answer),-99: keine Angabe (Antwortverweigerung),sex
twinlife-panel,twinlife-panel-2014-f2f_modul7_euek,poc0100,1,1: mother,1 Mutter,poc0100
twinlife-panel,twinlife-panel-2014-f2f_modul7_euek,poc0100,2,2: father,2 Vater,poc0100
twinlife-panel,twinlife-panel-2014-f2f_modul7_euek,poc0100,3,3: step father (partner of the mother),3 Stiefvater (Partner/in der Mutter),poc0100
twinlife-panel,twinlife-panel-2014-f2f_modul7_euek,poc0100,4,4: step mother (partner of the father),4 Stiefmutter (Partner/in des Vaters),poc0100
twinlife-panel,twinlife-panel-2014-f2f_modul7_euek,poc0100,-95,-95: doesn't apply (screened out),-95: trifft nicht zu (ueberfiltert),poc0100
twinlife-panel,twinlife-panel-2014-f2f_modul7_euek,mig,1,1: Germany (FRG),1: Deutschland (Bundesrepublik),mig
twinlife-panel,twinlife-panel-2014-f2f_modul7_euek,mig,2,2: Germany (GDR),2: Deutschland (ehemalige DDR),mig
twinlife-panel,twinlife-panel-2014-f2f_modul7_euek,mig,3,3: Turkey,3: Tuerkei,mig
twinlife-panel,twinlife-panel-2014-f2f_modul7_euek,mig,4,4: Russian Federation,4: Russische Foederation,mig
twinlife-panel,twinlife-panel-2014-f2f_modul7_euek,mig,5,5: Poland,5: Polen,mig
twinlife-panel,twinlife-panel-2014-f2f_modul7_euek,mig,6,6: Italia,6: Italien,mig
twinlife-panel,twinlife-panel-2014-f2f_modul7_euek,mig,7,7: Serbia,7: Serbien,mig
twinlife-panel,twinlife-panel-2014-f2f_modul7_euek,mig,8,8: Croatia,8: Kroatien,mig
twinlife-panel,twinlife-panel-2014-f2f_modul7_euek,mig,9,9: Greece,9: Griechenland,mig
twinlife-panel,twinlife-panel-2014-f2f_modul7_euek,mig,10,10: Romania,10: Rumaenien,mig
twinlife-panel,twinlife-panel-2014-f2f_modul7_euek,mig,11,11: Kazakstan,11: Kasachstan,mig
twinlife-panel,twinlife-panel-2014-f2f_modul7_euek,mig,12,12: Bosnia-Herzegovina,12: Bosnien-Herzegowina,mig
twinlife-panel,twinlife-panel-2014-f2f_modul7_euek,mig,13,13: Spain,13: Spanien,mig
twinlife-panel,twinlife-panel-2014-f2f_modul7_euek,mig,14,"14: in another country, namely","14: in einem anderen Land, und zwar",mig
twinlife-panel,twinlife-panel-2014-f2f_modul7_euek,mig,-95,-95: doesn't apply (screened out),-95: trifft nicht zu (ueberfiltert),mig
twinlife-panel,twinlife-panel-2014-f2f_modul7_euek,mig,-98,-98: don't know,-98: weiss nicht,mig
twinlife-panel,twinlife-panel-2014-f2f_modul7_euek,mig,-99,-99: not specified (refused to answer),-99: keine Angabe (Antwortverweigerung),mig
twinlife-panel,twinlife-panel-2014-f2f_modul7_euek,mn,0,0: not mentioned,0: nicht genannt,mn
twinlife-panel,twinlife-panel-2014-f2f_modul7_euek,mn,0,0: not mentioned,0: nicht genannt,mn
twinlife-panel,twinlife-panel-2014-f2f_modul7_euek,mn,1,1: mentioned,1: genannt,mn
twinlife-panel,twinlife-panel-2014-f2f_modul7_euek,mn,-85,-85: unknown,-85: unbekannt,mn
twinlife-panel,twinlife-panel-2014-f2f_modul7_euek,mn,-87,-87: multiple answers,-87: Mehrfachnennung,mn
twinlife-panel,twinlife-panel-2014-f2f_modul7_euek,mn,-88,"-88: subject readable, but mark not","-88: Fach erkennbar, aber Note nicht",mn
twinlife-panel,twinlife-panel-2014-f2f_modul7_euek,mn,-93,-93: unclear classification of system missing,-93: unklares Systemmissing,mn
twinlife-panel,twinlife-panel-2014-f2f_modul7_euek,mn,-94,-94: technical error / faulty insertion,-94: technischer Fehler / Fehleingabe,mn
twinlife-panel,twinlife-panel-2014-f2f_modul7_euek,mn,-95,-95: doesn't apply (screened out),-95: trifft nicht zu (ueberfiltert),mn
twinlife-panel,twinlife-panel-2014-f2f_modul7_euek,mn,-97,-97: doesn't apply (specification of other category),-97: tnz (Angabe anderer Kategorie),mn
twinlife-panel,twinlife-panel-2014-f2f_modul7_euek,mn,-98,-98: don't know,-98: weiss nicht,mn
twinlife-panel,twinlife-panel-2014-f2f_modul7_euek,mn,-99,-99: not specified (refused to answer),-99: keine Angabe (Antwortverweigerung),mn
twinlife-panel,twinlife-panel-2014-f2f_modul7_euek,mig0700,1,1: permanent residence permit,1: unbefristete Aufenthaltserlaubnis,mig0700
twinlife-panel,twinlife-panel-2014-f2f_modul7_euek,mig0700,2,2: temporary residence permit,2: befristete Aufenthaltserlaubnis,mig0700
twinlife-panel,twinlife-panel-2014-f2f_modul7_euek,mig0700,3,"3: status of toleration ""Duldung""",3: Duldung,mig0700
twinlife-panel,twinlife-panel-2014-f2f_modul7_euek,mig0700,4,"4: other, namely","4: sonstiges, und zwar",mig0700
twinlife-panel,twinlife-panel-2014-f2f_modul7_euek,mig0700,-95,-95: doesn't apply (screened out),-95: trifft nicht zu (ueberfiltert),mig0700
twinlife-panel,twinlife-panel-2014-f2f_modul7_euek,mig0700,-98,-98: don't know,-98: weiss nicht,mig0700
twinlife-panel,twinlife-panel-2014-f2f_modul7_euek,mig0700,-99,-99: not specified (refused to answer),-99: keine Angabe (Antwortverweigerung),mig0700
twinlife-panel,twinlife-panel-2014-f2f_modul7_euek,mig0800,1,1: only German,1: ausschliesslich Deutsch,mig0800
twinlife-panel,twinlife-panel-2014-f2f_modul7_euek,mig0800,2,2: mainly German,2: ueberwiegend Deutsch,mig0800
twinlife-panel,twinlife-panel-2014-f2f_modul7_euek,mig0800,3,"3: partly the one and partly the other, except for German also","3: teils/teils, neben Deutsch noch eine andere Sprache, und zwar",mig0800
twinlife-panel,twinlife-panel-2014-f2f_modul7_euek,mig0800,4,"4: mainly another language, which is","4: ueberwiegend eine andere Sprache, und zwar",mig0800
twinlife-panel,twinlife-panel-2014-f2f_modul7_euek,mig0800,5,"5: exclusively another language, which is","5: ausschliesslich eine andere Sprache, und zwar",mig0800
twinlife-panel,twinlife-panel-2014-f2f_modul7_euek,mig0800,-95,-95: doesn't apply (screened out),-95: trifft nicht zu (ueberfiltert),mig0800
twinlife-panel,twinlife-panel-2014-f2f_modul7_euek,mig0800,-98,-98: don't know,-98: weiss nicht,mig0800
twinlife-panel,twinlife-panel-2014-f2f_modul7_euek,mig0800,-99,-99: not specified (refused to answer),-99: keine Angabe (Antwortverweigerung),mig0800
twinlife-panel,twinlife-panel-2014-f2f_modul7_euek,gre0100,1,1: still alive,1: lebt noch,gre0100
